Transition Profile during evaluationwithout reward shaping:
Q-table shape: (10, 5, 6, 7, 3)
State choice: ['storage_level', 'price', 'hour', 'Day_of_Week']
State: [ 60.    24.95  13.   245.  ], Action: 1, Reward: -249.5, Next state: [ 70.    22.78  14.   245.  ]
State: [ 70.    22.78  14.   245.  ], Action: 2, Reward: -227.8, Next state: [ 80.    21.04  15.   245.  ]
State: [ 80.    21.04  15.   245.  ], Action: 2, Reward: -210.39999999999998, Next state: [ 90.    19.04  16.   245.  ]
State: [ 90.    19.04  16.   245.  ], Action: 0, Reward: -0.0, Next state: [ 90.    16.05  17.   245.  ]
State: [ 90.    16.05  17.   245.  ], Action: 0, Reward: -0.0, Next state: [ 90.     9.18  18.   245.  ]
State: [ 90.     9.18  18.   245.  ], Action: 2, Reward: -91.8, Next state: [100.    20.05  19.   245.  ]
State: [100.    20.05  19.   245.  ], Action: 2, Reward: -200.5, Next state: [110.    22.04  20.   245.  ]
State: [110.    22.04  20.   245.  ], Action: 2, Reward: -220.39999999999998, Next state: [120.  24.  21. 245.]
State: [120.  24.  21. 245.], Action: 2, Reward: -240.0, Next state: [130.    22.07  22.   245.  ]
State: [130.    22.07  22.   245.  ], Action: 1, Reward: -220.7, Next state: [140.    22.05  23.   245.  ]
State: [140.    22.05  23.   245.  ], Action: 1, Reward: -220.5, Next state: [150.    19.05  24.   245.  ]
State: [150.    19.05  24.   245.  ], Action: 0, Reward: -0.0, Next state: [ 30.   15.4   1.  246. ]
State: [ 30.   15.4   1.  246. ], Action: 1, Reward: -154.0, Next state: [ 40.  12.   2. 246.]
State: [ 40.  12.   2. 246.], Action: 1, Reward: -120.0, Next state: [ 50.     9.96   3.   246.  ]
State: [ 50.     9.96   3.   246.  ], Action: 1, Reward: -99.60000000000001, Next state: [ 60.     8.17   4.   246.  ]
State: [ 60.     8.17   4.   246.  ], Action: 0, Reward: -0.0, Next state: [ 60.     9.16   5.   246.  ]
State: [ 60.     9.16   5.   246.  ], Action: 0, Reward: -0.0, Next state: [ 60.  16.   6. 246.]
State: [ 60.  16.   6. 246.], Action: 1, Reward: -160.0, Next state: [ 70.    23.95   7.   246.  ]
State: [ 70.    23.95   7.   246.  ], Action: 1, Reward: -239.5, Next state: [ 80.   34.8   8.  246. ]
State: [ 80.   34.8   8.  246. ], Action: 1, Reward: -348.0, Next state: [ 90.    39.02   9.   246.  ]
State: [ 90.    39.02   9.   246.  ], Action: 0, Reward: -0.0, Next state: [ 90.  45.  10. 246.]
State: [ 90.  45.  10. 246.], Action: 0, Reward: -0.0, Next state: [ 90.    48.07  11.   246.  ]
State: [ 90.    48.07  11.   246.  ], Action: 0, Reward: -0.0, Next state: [ 90.  51.  12. 246.]
State: [ 90.  51.  12. 246.], Action: 0, Reward: -0.0, Next state: [ 90.    48.83  13.   246.  ]
State: [ 90.    48.83  13.   246.  ], Action: 0, Reward: -0.0, Next state: [ 90.    47.11  14.   246.  ]
State: [ 90.    47.11  14.   246.  ], Action: 0, Reward: -0.0, Next state: [ 90.    46.06  15.   246.  ]
State: [ 90.    46.06  15.   246.  ], Action: 0, Reward: -0.0, Next state: [ 90.    42.09  16.   246.  ]
State: [ 90.    42.09  16.   246.  ], Action: 0, Reward: -0.0, Next state: [ 90.    37.08  17.   246.  ]
State: [ 90.    37.08  17.   246.  ], Action: 0, Reward: -0.0, Next state: [ 90.    34.56  18.   246.  ]
State: [ 90.    34.56  18.   246.  ], Action: 2, Reward: -345.6, Next state: [100.    33.24  19.   246.  ]
State: [100.    33.24  19.   246.  ], Action: 2, Reward: -332.40000000000003, Next state: [110.    34.04  20.   246.  ]
State: [110.    34.04  20.   246.  ], Action: 2, Reward: -340.4, Next state: [120.    37.09  21.   246.  ]
State: [120.    37.09  21.   246.  ], Action: 0, Reward: -0.0, Next state: [120.    32.58  22.   246.  ]
State: [120.    32.58  22.   246.  ], Action: 2, Reward: -325.79999999999995, Next state: [130.    31.72  23.   246.  ]
State: [130.    31.72  23.   246.  ], Action: 2, Reward: -317.2, Next state: [140.    27.63  24.   246.  ]
State: [140.    27.63  24.   246.  ], Action: 2, Reward: -276.3, Next state: [ 30.    22.09   1.   247.  ]
State: [ 30.    22.09   1.   247.  ], Action: 2, Reward: -220.9, Next state: [ 40.  20.   2. 247.]
State: [ 40.  20.   2. 247.], Action: 2, Reward: -200.0, Next state: [ 50.    17.96   3.   247.  ]
State: [ 50.    17.96   3.   247.  ], Action: 2, Reward: -179.60000000000002, Next state: [ 60.    15.06   4.   247.  ]
State: [ 60.    15.06   4.   247.  ], Action: 0, Reward: -0.0, Next state: [ 60.     8.92   5.   247.  ]
State: [ 60.     8.92   5.   247.  ], Action: 0, Reward: -0.0, Next state: [ 60.    20.01   6.   247.  ]
State: [ 60.    20.01   6.   247.  ], Action: 2, Reward: -200.10000000000002, Next state: [ 70.    25.99   7.   247.  ]
State: [ 70.    25.99   7.   247.  ], Action: 2, Reward: -259.9, Next state: [ 80.  36.   8. 247.]
State: [ 80.  36.   8. 247.], Action: 2, Reward: -360.0, Next state: [ 90.    38.71   9.   247.  ]
State: [ 90.    38.71   9.   247.  ], Action: 0, Reward: -0.0, Next state: [ 90.    42.79  10.   247.  ]
State: [ 90.    42.79  10.   247.  ], Action: 0, Reward: -0.0, Next state: [ 90.    45.52  11.   247.  ]
State: [ 90.    45.52  11.   247.  ], Action: 0, Reward: -0.0, Next state: [ 90.  52.  12. 247.]
State: [ 90.  52.  12. 247.], Action: 0, Reward: -0.0, Next state: [ 90.    44.79  13.   247.  ]
State: [ 90.    44.79  13.   247.  ], Action: 0, Reward: -0.0, Next state: [ 90.    43.21  14.   247.  ]
State: [ 90.    43.21  14.   247.  ], Action: 0, Reward: -0.0, Next state: [ 90.    42.05  15.   247.  ]
State: [ 90.    42.05  15.   247.  ], Action: 0, Reward: -0.0, Next state: [ 90.    39.79  16.   247.  ]
State: [ 90.    39.79  16.   247.  ], Action: 0, Reward: -0.0, Next state: [ 90.   36.5  17.  247. ]
State: [ 90.   36.5  17.  247. ], Action: 0, Reward: -0.0, Next state: [ 90.  34.  18. 247.]
State: [ 90.  34.  18. 247.], Action: 1, Reward: -340.0, Next state: [100.    34.76  19.   247.  ]
State: [100.    34.76  19.   247.  ], Action: 1, Reward: -347.59999999999997, Next state: [110.    33.04  20.   247.  ]
State: [110.    33.04  20.   247.  ], Action: 1, Reward: -330.4, Next state: [120.    38.33  21.   247.  ]
State: [120.    38.33  21.   247.  ], Action: 0, Reward: -0.0, Next state: [120.  34.  22. 247.]
State: [120.  34.  22. 247.], Action: 1, Reward: -340.0, Next state: [130.    32.54  23.   247.  ]
State: [130.    32.54  23.   247.  ], Action: 1, Reward: -325.4, Next state: [140.  27.  24. 247.]
State: [140.  27.  24. 247.], Action: 1, Reward: -270.0, Next state: [ 30.    24.65   1.   248.  ]
State: [ 30.    24.65   1.   248.  ], Action: 2, Reward: -246.5, Next state: [ 40.    22.44   2.   248.  ]
State: [ 40.    22.44   2.   248.  ], Action: 2, Reward: -224.4, Next state: [ 50.    21.48   3.   248.  ]
State: [ 50.    21.48   3.   248.  ], Action: 2, Reward: -214.8, Next state: [ 60.    19.78   4.   248.  ]
State: [ 60.    19.78   4.   248.  ], Action: 0, Reward: -0.0, Next state: [ 60.    17.17   5.   248.  ]
State: [ 60.    17.17   5.   248.  ], Action: 0, Reward: -0.0, Next state: [ 60.    24.96   6.   248.  ]
State: [ 60.    24.96   6.   248.  ], Action: 2, Reward: -249.60000000000002, Next state: [ 70.    29.05   7.   248.  ]
State: [ 70.    29.05   7.   248.  ], Action: 2, Reward: -290.5, Next state: [ 80.   41.9   8.  248. ]
State: [ 80.   41.9   8.  248. ], Action: 2, Reward: -419.0, Next state: [ 90.    47.95   9.   248.  ]
State: [ 90.    47.95   9.   248.  ], Action: 0, Reward: -0.0, Next state: [ 90.    48.87  10.   248.  ]
State: [ 90.    48.87  10.   248.  ], Action: 0, Reward: -0.0, Next state: [ 90.    52.13  11.   248.  ]
State: [ 90.    52.13  11.   248.  ], Action: 0, Reward: -0.0, Next state: [ 90.    56.91  12.   248.  ]
State: [ 90.    56.91  12.   248.  ], Action: 0, Reward: -0.0, Next state: [ 90.    52.08  13.   248.  ]
State: [ 90.    52.08  13.   248.  ], Action: 0, Reward: -0.0, Next state: [ 90.    50.32  14.   248.  ]
State: [ 90.    50.32  14.   248.  ], Action: 2, Reward: -503.2, Next state: [100.    49.05  15.   248.  ]
State: [100.    49.05  15.   248.  ], Action: 2, Reward: -490.5, Next state: [110.    46.52  16.   248.  ]
State: [110.    46.52  16.   248.  ], Action: 2, Reward: -465.20000000000005, Next state: [120.    41.91  17.   248.  ]
State: [120.    41.91  17.   248.  ], Action: 0, Reward: -0.0, Next state: [120.    39.93  18.   248.  ]
State: [120.    39.93  18.   248.  ], Action: 0, Reward: -0.0, Next state: [120.    40.41  19.   248.  ]
State: [120.    40.41  19.   248.  ], Action: 0, Reward: -0.0, Next state: [120.   39.6  20.  248. ]
State: [120.   39.6  20.  248. ], Action: 0, Reward: -0.0, Next state: [120.  42.  21. 248.]
State: [120.  42.  21. 248.], Action: 0, Reward: -0.0, Next state: [120.    38.48  22.   248.  ]
State: [120.    38.48  22.   248.  ], Action: 2, Reward: -384.79999999999995, Next state: [130.    35.01  23.   248.  ]
State: [130.    35.01  23.   248.  ], Action: 2, Reward: -350.09999999999997, Next state: [140.  30.  24. 248.]
State: [140.  30.  24. 248.], Action: 2, Reward: -300.0, Next state: [ 30.    25.15   1.   249.  ]
State: [ 30.    25.15   1.   249.  ], Action: 2, Reward: -251.5, Next state: [ 40.    22.78   2.   249.  ]
State: [ 40.    22.78   2.   249.  ], Action: 2, Reward: -227.8, Next state: [ 50.    20.74   3.   249.  ]
State: [ 50.    20.74   3.   249.  ], Action: 2, Reward: -207.39999999999998, Next state: [ 60.    19.33   4.   249.  ]
State: [ 60.    19.33   4.   249.  ], Action: 0, Reward: -0.0, Next state: [ 60.   18.8   5.  249. ]
State: [ 60.   18.8   5.  249. ], Action: 0, Reward: -0.0, Next state: [ 60.  25.   6. 249.]
State: [ 60.  25.   6. 249.], Action: 0, Reward: -0.0, Next state: [ 60.    31.14   7.   249.  ]
State: [ 60.    31.14   7.   249.  ], Action: 0, Reward: -0.0, Next state: [ 60.   40.8   8.  249. ]
State: [ 60.   40.8   8.  249. ], Action: 0, Reward: -0.0, Next state: [ 60.    42.34   9.   249.  ]
State: [ 60.    42.34   9.   249.  ], Action: 0, Reward: -0.0, Next state: [ 60.  45.  10. 249.]
State: [ 60.  45.  10. 249.], Action: 0, Reward: -0.0, Next state: [ 60.    45.99  11.   249.  ]
State: [ 60.    45.99  11.   249.  ], Action: 0, Reward: -0.0, Next state: [ 60.   51.6  12.  249. ]
State: [ 60.   51.6  12.  249. ], Action: 0, Reward: -0.0, Next state: [ 60.  45.  13. 249.]
State: [ 60.  45.  13. 249.], Action: 0, Reward: -0.0, Next state: [ 60.    44.71  14.   249.  ]
State: [ 60.    44.71  14.   249.  ], Action: 1, Reward: -447.1, Next state: [ 70.   46.4  15.  249. ]
State: [ 70.   46.4  15.  249. ], Action: 1, Reward: -464.0, Next state: [ 80.    42.99  16.   249.  ]
State: [ 80.    42.99  16.   249.  ], Action: 1, Reward: -429.90000000000003, Next state: [ 90.   40.6  17.  249. ]
State: [ 90.   40.6  17.  249. ], Action: 1, Reward: -406.0, Next state: [100.    39.93  18.   249.  ]
State: [100.    39.93  18.   249.  ], Action: 1, Reward: -399.3, Next state: [110.    39.81  19.   249.  ]
State: [110.    39.81  19.   249.  ], Action: 1, Reward: -398.1, Next state: [120.    38.08  20.   249.  ]
State: [120.    38.08  20.   249.  ], Action: 0, Reward: -0.0, Next state: [120.    40.09  21.   249.  ]
State: [120.    40.09  21.   249.  ], Action: 0, Reward: -0.0, Next state: [120.    36.06  22.   249.  ]
State: [120.    36.06  22.   249.  ], Action: 2, Reward: -360.6, Next state: [130.    33.25  23.   249.  ]
State: [130.    33.25  23.   249.  ], Action: 2, Reward: -332.5, Next state: [140.  38.  24. 249.]
State: [140.  38.  24. 249.], Action: 2, Reward: -380.0, Next state: [ 30.    25.02   1.   250.  ]
State: [ 30.    25.02   1.   250.  ], Action: 1, Reward: -250.2, Next state: [ 40.    22.22   2.   250.  ]
State: [ 40.    22.22   2.   250.  ], Action: 1, Reward: -222.2, Next state: [ 50.    20.47   3.   250.  ]
State: [ 50.    20.47   3.   250.  ], Action: 1, Reward: -204.7, Next state: [ 60.  20.   4. 250.]
State: [ 60.  20.   4. 250.], Action: 0, Reward: -0.0, Next state: [ 60.    20.74   5.   250.  ]
State: [ 60.    20.74   5.   250.  ], Action: 0, Reward: -0.0, Next state: [ 60.    25.04   6.   250.  ]
State: [ 60.    25.04   6.   250.  ], Action: 0, Reward: -0.0, Next state: [ 60.    28.59   7.   250.  ]
State: [ 60.    28.59   7.   250.  ], Action: 0, Reward: -0.0, Next state: [ 60.    39.81   8.   250.  ]
State: [ 60.    39.81   8.   250.  ], Action: 0, Reward: -0.0, Next state: [ 60.    40.74   9.   250.  ]
State: [ 60.    40.74   9.   250.  ], Action: 0, Reward: -0.0, Next state: [ 60.    42.74  10.   250.  ]
State: [ 60.    42.74  10.   250.  ], Action: 1, Reward: -427.40000000000003, Next state: [ 70.   47.7  11.  250. ]
State: [ 70.   47.7  11.  250. ], Action: 1, Reward: -477.0, Next state: [ 80.   58.2  12.  250. ]
State: [ 80.   58.2  12.  250. ], Action: 1, Reward: -582.0, Next state: [ 90.    46.47  13.   250.  ]
State: [ 90.    46.47  13.   250.  ], Action: 0, Reward: -0.0, Next state: [ 90.    44.42  14.   250.  ]
State: [ 90.    44.42  14.   250.  ], Action: 0, Reward: -0.0, Next state: [ 90.   40.2  15.  250. ]
State: [ 90.   40.2  15.  250. ], Action: 0, Reward: -0.0, Next state: [ 90.    37.94  16.   250.  ]
State: [ 90.    37.94  16.   250.  ], Action: 0, Reward: -0.0, Next state: [ 90.    35.94  17.   250.  ]
State: [ 90.    35.94  17.   250.  ], Action: 0, Reward: -0.0, Next state: [ 90.    35.43  18.   250.  ]
State: [ 90.    35.43  18.   250.  ], Action: 2, Reward: -354.3, Next state: [100.    34.25  19.   250.  ]
State: [100.    34.25  19.   250.  ], Action: 2, Reward: -342.5, Next state: [110.    33.81  20.   250.  ]
State: [110.    33.81  20.   250.  ], Action: 2, Reward: -338.1, Next state: [120.    38.32  21.   250.  ]
State: [120.    38.32  21.   250.  ], Action: 0, Reward: -0.0, Next state: [120.    34.66  22.   250.  ]
State: [120.    34.66  22.   250.  ], Action: 0, Reward: -0.0, Next state: [120.    31.31  23.   250.  ]
State: [120.    31.31  23.   250.  ], Action: 0, Reward: -0.0, Next state: [120.  27.  24. 250.]
State: [120.  27.  24. 250.], Action: 0, Reward: -0.0, Next state: [  0.  27.   1. 251.]
State: [  0.  27.   1. 251.], Action: 0, Reward: -0.0, Next state: [  0.    25.05   2.   251.  ]
State: [  0.    25.05   2.   251.  ], Action: 0, Reward: -0.0, Next state: [  0.    22.97   3.   251.  ]
State: [  0.    22.97   3.   251.  ], Action: 0, Reward: -0.0, Next state: [  0.   20.2   4.  251. ]
State: [  0.   20.2   4.  251. ], Action: 0, Reward: -0.0, Next state: [  0.  19.   5. 251.]
State: [  0.  19.   5. 251.], Action: 0, Reward: -0.0, Next state: [  0.   20.3   6.  251. ]
State: [  0.   20.3   6.  251. ], Action: 1, Reward: -203.0, Next state: [ 10.    22.94   7.   251.  ]
State: [ 10.    22.94   7.   251.  ], Action: 1, Reward: -229.4, Next state: [ 20.    26.97   8.   251.  ]
State: [ 20.    26.97   8.   251.  ], Action: 1, Reward: -269.7, Next state: [ 30.    31.49   9.   251.  ]
State: [ 30.    31.49   9.   251.  ], Action: 1, Reward: -314.9, Next state: [ 40.  38.  10. 251.]
State: [ 40.  38.  10. 251.], Action: 2, Reward: -380.0, Next state: [ 50.    42.81  11.   251.  ]
State: [ 50.    42.81  11.   251.  ], Action: 2, Reward: -428.1, Next state: [ 60.    49.99  12.   251.  ]
State: [ 60.    49.99  12.   251.  ], Action: 1, Reward: -499.90000000000003, Next state: [ 70.    40.08  13.   251.  ]
State: [ 70.    40.08  13.   251.  ], Action: 1, Reward: -400.79999999999995, Next state: [ 80.    34.99  14.   251.  ]
State: [ 80.    34.99  14.   251.  ], Action: 1, Reward: -349.90000000000003, Next state: [ 90.    32.01  15.   251.  ]
State: [ 90.    32.01  15.   251.  ], Action: 1, Reward: -320.09999999999997, Next state: [100.    30.61  16.   251.  ]
State: [100.    30.61  16.   251.  ], Action: 1, Reward: -306.1, Next state: [110.   30.9  17.  251. ]
State: [110.   30.9  17.  251. ], Action: 1, Reward: -309.0, Next state: [120.    29.51  18.   251.  ]
State: [120.    29.51  18.   251.  ], Action: 0, Reward: -0.0, Next state: [120.  31.  19. 251.]
State: [120.  31.  19. 251.], Action: 0, Reward: -0.0, Next state: [120.   32.5  20.  251. ]
State: [120.   32.5  20.  251. ], Action: 0, Reward: -0.0, Next state: [120.   37.1  21.  251. ]
State: [120.   37.1  21.  251. ], Action: 0, Reward: -0.0, Next state: [120.    31.96  22.   251.  ]
State: [120.    31.96  22.   251.  ], Action: 2, Reward: -319.6, Next state: [130.    32.08  23.   251.  ]
State: [130.    32.08  23.   251.  ], Action: 2, Reward: -320.79999999999995, Next state: [140.    31.96  24.   251.  ]
State: [140.    31.96  24.   251.  ], Action: 2, Reward: -319.6, Next state: [ 30.    21.07   1.   252.  ]
State: [ 30.    21.07   1.   252.  ], Action: 0, Reward: -0.0, Next state: [ 30.    16.41   2.   252.  ]
State: [ 30.    16.41   2.   252.  ], Action: 0, Reward: -0.0, Next state: [ 30.   12.5   3.  252. ]
State: [ 30.   12.5   3.  252. ], Action: 0, Reward: -0.0, Next state: [ 30.     8.97   4.   252.  ]
State: [ 30.     8.97   4.   252.  ], Action: 0, Reward: -0.0, Next state: [ 30.     8.95   5.   252.  ]
State: [ 30.     8.95   5.   252.  ], Action: 0, Reward: -0.0, Next state: [ 30.     8.93   6.   252.  ]
State: [ 30.     8.93   6.   252.  ], Action: 0, Reward: -0.0, Next state: [ 30.     9.17   7.   252.  ]
State: [ 30.     9.17   7.   252.  ], Action: 0, Reward: -0.0, Next state: [ 30.     8.09   8.   252.  ]
State: [ 30.     8.09   8.   252.  ], Action: 0, Reward: -0.0, Next state: [ 30.    12.93   9.   252.  ]
State: [ 30.    12.93   9.   252.  ], Action: 0, Reward: -0.0, Next state: [ 30.    23.51  10.   252.  ]
State: [ 30.    23.51  10.   252.  ], Action: 2, Reward: -235.10000000000002, Next state: [ 40.   23.6  11.  252. ]
State: [ 40.   23.6  11.  252. ], Action: 2, Reward: -236.0, Next state: [ 50.  26.  12. 252.]
State: [ 50.  26.  12. 252.], Action: 2, Reward: -260.0, Next state: [ 60.    26.53  13.   252.  ]
State: [ 60.    26.53  13.   252.  ], Action: 1, Reward: -265.3, Next state: [ 70.    24.95  14.   252.  ]
State: [ 70.    24.95  14.   252.  ], Action: 2, Reward: -249.5, Next state: [ 80.   23.6  15.  252. ]
State: [ 80.   23.6  15.  252. ], Action: 2, Reward: -236.0, Next state: [ 90.    21.01  16.   252.  ]
State: [ 90.    21.01  16.   252.  ], Action: 0, Reward: -0.0, Next state: [ 90.    21.92  17.   252.  ]
State: [ 90.    21.92  17.   252.  ], Action: 0, Reward: -0.0, Next state: [ 90.   23.6  18.  252. ]
State: [ 90.   23.6  18.  252. ], Action: 2, Reward: -236.0, Next state: [100.    25.99  19.   252.  ]
State: [100.    25.99  19.   252.  ], Action: 2, Reward: -259.9, Next state: [110.    29.95  20.   252.  ]
State: [110.    29.95  20.   252.  ], Action: 2, Reward: -299.5, Next state: [120.  51.  21. 252.]
State: [120.  51.  21. 252.], Action: 2, Reward: -510.0, Next state: [130.  55.  22. 252.]
State: [130.  55.  22. 252.], Action: 1, Reward: -550.0, Next state: [140.    47.95  23.   252.  ]
State: [140.    47.95  23.   252.  ], Action: 1, Reward: -479.5, Next state: [150.  27.  24. 252.]
State: [150.  27.  24. 252.], Action: 0, Reward: -0.0, Next state: [ 30.    25.24   1.   253.  ]
State: [ 30.    25.24   1.   253.  ], Action: 1, Reward: -252.39999999999998, Next state: [ 40.    18.92   2.   253.  ]
State: [ 40.    18.92   2.   253.  ], Action: 1, Reward: -189.20000000000002, Next state: [ 50.    14.94   3.   253.  ]
State: [ 50.    14.94   3.   253.  ], Action: 1, Reward: -149.4, Next state: [ 60.     9.91   4.   253.  ]
State: [ 60.     9.91   4.   253.  ], Action: 0, Reward: -0.0, Next state: [ 60.  10.   5. 253.]
